0,1,2,3,4
,,,"Ch. 18, 5.1.60",
16-18(3),4-6-2016,,"Ch. 18, 33.10",
,,,"Ch. 18, 33.12",
,,,"Ch. 18, 33.14",
,,,"Ch. 18, 33.15",
,,,"Ch. 18, 33.16",
,,,"Ch. 18, 33.17",
,,,"Ch. 18, 33.18",
,,,"Ch. 18, 33.19",
,,,"Ch. 18, 33.20",
,,,"Ch. 18, 33.23",
,,,"Ch. 18, 33.24",
,,,"Ch. 18, 33.25",
,,,"Ch. 18, 33.26",
,,,"Ch. 18, 33.27",
,,,"Ch. 18, 33.29",
,,,"Ch. 18, 33.30",
,,,"Ch. 18, 33.31",
,,,"Ch. 18, 33.32",
,,,"Ch. 18, 33.33",
,,,"Ch. 18, 33.34",
,,,"Ch. 18, 33.36",
,,,"Ch. 18, 33.37",
,,,"Ch. 18, 33.38",
,,,"Ch. 18, 33.39",
,,,"Ch. 18, 33.40",
,,,"Ch. 18, 33.42",
,,,"Ch. 18, 33.43",
,,,"Ch. 18, 33.44",
,,,"Ch. 18, 33.45",
,,,"Ch. 18, 33.47",
,,,"Ch. 18, 33.48",
,,,"Ch. 18, 33.49",
,,,"Ch. 18, 33.52",
,,,"Ch. 18, 33.53",
,,,"Ch. 18, 33.54",
,,,"Ch. 18, 34.4",
16-18(4),4-6-2016,,"Ch. 18, 33.10",
,,,"Ch. 18, 33.12",
,,,"Ch. 18, 33.14",
,,,"Ch. 18, 33.15",
,,,"Ch. 18, 33.15",
,,,"Ch. 18, 33.16",
,,,"Ch. 18, 33.17",
,,,"Ch. 18, 33.18",
,,,"Ch. 18, 33.19",
,,,"Ch. 18, 33.20",
,,,"Ch. 18, 33.22",
,,,"Ch. 18, 33.23",
,,,"Ch. 18, 33.24",
,,,"Ch. 18, 33.25",
,,,"Ch. 18, 33.26",
,,,"Ch. 18, 33.27",
,,,"Ch. 18, 33.27",
,,,"Ch. 18, 33.28",
,,,"Ch. 18, 33.29",
,,,"Ch. 18, 33.30",
,,,"Ch. 18, 33.31",
,,,"Ch. 18, 33.32",
,,,"Ch. 18, 33.33",
,,,"Ch. 18, 33.34",
,,,"Ch. 18, 33.36",
,,,"Ch. 18, 33.37",
,,,"Ch. 18, 33.38",
,,,"Ch. 18, 33.39",
,,,"Ch. 18, 33.40",
,,,"Ch. 18, 33.42",
,,,"Ch. 18, 33.44",
,,,"Ch. 18, 33.45",
,,,"Ch. 18, 33.52",
,,,"Ch. 18, 33.53",
,,,"Ch. 18, 33.54",
,,,"Ch. 18, 35.1",
16-18(5),5-4-2016,,"Ch. 18, 30.3.2",
16-2(1),6-1-2016,,2-202,
01-18(6),6-8-2016,,"Ch. 18, 5.1.56",
16-4(1),7-6-2016,,4-230,
,,,4-231,
,,,4-232,
,,,4-233,
,,,4-234,
16-15(1),7-6-2016,,15-101,
,,,15-103,
,,,15-104,
,,,15-108,
,,,15-704,
,,,15-707,
,,,15-711,
,,,15-715,
,,,15-805,
16-8(1),7-13-2016,,8-501,
,,,8-702,
,,,8-716,
,,,8-800,
16-3(1),10-5-2016,,3-211,
,,,3-230,
16-3(2),10-12-2016,,3-201,
,,,3-203,
16-2(2),11-9-2016,,2-600,
,,,2-601,
,,,2-602,
,,,2-603,
16-18(7),12-14-2016,,"Ch. 18, 10.2.2",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 5.1.61",
17-18(1),1-18-2017,,"Ch. 18, 10.2.1",
,,,"Ch. 18, 10.2.2",
,,,"Ch. 18, 11.3.1",
,,,"Ch. 18, 11.3.2",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 5.1.22",
,,,"Ch. 18, 5.1.57",
,,,"Ch. 18, 5.1.59",
17-2(1),3-1-2017,,2-106,
17-11(1),5-10-2017,,11-112,
,,,11-202,
,,,11-204,
17-2(2),6-7-2017,,2-202,
17-4(1),6-7-2017,,4-210,
,,,4-211,
,,,4-212,
,,,4-213,
,,,4-214,
,,,4-215,
,,,4-216,
,,,4-217,
,,,4-218,
,,,4-219,
,,,4-220,
17-8(1),6-14-2017,,8-712,
,,,8-715,
17-15(1),6-14-2017,,15-900,
,,,15-901,
17-18(2),6-14-2017,,"Ch. 18, 10.2.2",
,,,"Ch. 18, 3.1",
17-1(1),8-2-2017,,1-306,
17-8(2),8-2-2017,,8-603,
,,,8-713,
17-14(1),8-9-2017,,14-403,
17-15(2),8-2-2017,,15-802,
,,,15-804,
17-18(3),8-9-2017,,"Ch. 18, 5.1.47",
17-18(4),8-9-2017,,"Ch. 18, 10.2.1",
,,,"Ch. 18, 10.2.2",
,,,"Ch. 18, 12.2.1",
,,,"Ch. 18, 12.2.2",
,,,"Ch. 18, 13.2.1",
,,,"Ch. 18, 13.2.2",
,,,"Ch. 18, 13.4.4",
,,,"Ch. 18, 14.2.2",
,,,"Ch. 18, 14.4.5",
,,,"Ch. 18, 15.2.2",
,,,"Ch. 18, 15.4.4",
,,,"Ch. 18, 16.2.2",
,,,"Ch. 18, 16.7",
,,,"Ch. 18, 17.2.2",
,,,"Ch. 18, 17.7",
,,,"Ch. 18, 18.2.1",
,,,"Ch. 18, 18.2.2",
,,,"Ch. 18, 18.7",
,,,"Ch. 18, 19.3.1",
,,,"Ch. 18, 19.3.2",
,,,"Ch. 18, 19.4",
,,,"Ch. 18, 20.3.2",
,,,"Ch. 18, 20.8.4",
,,,"Ch. 18, 20B.2",
,,,"Ch. 18, 21.1",
,,,"Ch. 18, 21.5",
,,,"Ch. 18, 22.2.1",
,,,"Ch. 18, 22.2.2",
,,,"Ch. 18, 23.2.1",
,,,"Ch. 18, 23.2.2",
,,,"Ch. 18, 26.4",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 30.3.11",
,,,"Ch. 18, 30.3.15",
,,,"Ch. 18, 30.3.17",
,,,"Ch. 18, 32.6.2",
,,,"Ch. 18, 35.5",
,,,"Ch. 18, 4.12.6",
,,,"Ch. 18, 4.15.10",
,,,"Ch. 18, 4.15.11",
,,,"Ch. 18, 4.15.5",
,,,"Ch. 18, 4.15.8",
,,,"Ch. 18, 4.15.9",
,,,"Ch. 18, 4.19",
,,,"Ch. 18, 4.20",
,,,"Ch. 18, 5.1.11",
,,,"Ch. 18, 5.1.20",
,,,"Ch. 18, 5.1.26",
,,,"Ch. 18, 5.1.62",
,,,"Ch. 18, 5.8",
18-15(3),10-4-2017,,15-501,
,,,15-502,
11-18(5),10-11-2017,,"Ch. 18, 5.2",
15-18(6),10-11-2017,,"Ch. 18, 1.1",
,,,"Ch. 18, 1.2",
,,,"Ch. 18, 1.3",
,,,"Ch. 18, 1.4",
,,,"Ch. 18, 1.5",
,,,"Ch. 18, 1.7",
17-18(5),10-11-2017,,"Ch. 18, 14.2.2",
,,,"Ch. 18, 15.2.2",
,,,"Ch. 18, 16.2.2",
,,,"Ch. 18, 17.2.2",
,,,"Ch. 18, 18.2.2",
,,,"Ch. 18, 19.3.2",
,,,"Ch. 18, 20.3.2",
,,,"Ch. 18, 20A.8",
,,,"Ch. 18, 20B.1",
,,,"Ch. 18, 20B.2",
,,,"Ch. 18, 20B.4",
,,,"Ch. 18, 26.5",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 31.3",
,,,"Ch. 18, 4.12.6",
,,,"Ch. 18, 4.17.4",
,,,"Ch. 18, 5.1.11",
,,,"Ch. 18, 5.1.12",
17-3(1),12-13-2017,,3-221,
,,,3-307,
18-1(1),1-10-2018,,1-100,
,,,1-101,
,,,1-102,
,,,1-103,
,,,1-104,
,,,1-200,
,,,1-201,
,,,1-202,
,,,1-203,
,,,1-300,
,,,1-301,
,,,1-302,
,,,1-303,
,,,1-304,
,,,1-305,
,,,1-306,
,,,1-400,
,,,1-401,
18-18(1),1-10-2018,,"Ch. 18, 10.2.1",
,,,"Ch. 18, 10.2.2",
,,,"Ch. 18, 11.3.1",
,,,"Ch. 18, 12.2.1",
,,,"Ch. 18, 12.2.2",
,,,"Ch. 18, 13.2.2",
,,,"Ch. 18, 14.2.2",
,,,"Ch. 18, 15.2.2",
,,,"Ch. 18, 16.2.2",
,,,"Ch. 18, 17.2.2",
,,,"Ch. 18, 18.2.2",
,,,"Ch. 18, 22.2.1",
,,,"Ch. 18, 24.1",
,,,"Ch. 18, 26.2",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 30.6.5",
,,,"Ch. 18, 5.3.1",
,,,"Ch. 18, 5.3.2",
,,,"Ch. 18, 5.3.3",
,,,"Ch. 18, 5.3.4",
,,,"Ch. 18, 5.3.5",
,,,"Ch. 18, 5.3.6",
,,,"Ch. 18, 5.3.7",
,,,"Ch. 18, 5.3.8",
,,,"Ch. 18, 5.5.1",
,,,"Ch. 18, 5.5.2",
,,,"Ch. 18, 5.5.3",
,,,"Ch. 18, 5.5.4",
,,,"Ch. 18, 5.5.5",
,,,"Ch. 18, 5.5.6",
,,,"Ch. 18, 5.6",
,,,"Ch. 18, 5.7",
,,,"Ch. 18, 5.7.1",
,,,"Ch. 18, 5.8",
18-2(1),3-14-2018,,2-101,
,,,2-103,
,,,2-105,
,,,2-106,
18-5(1),3-14-2018,,5-100,
,,,5-101,
,,,5-102,
,,,5-103,
,,,5-104,
,,,5-105,
,,,5-106,
,,,5-200,
,,,5-201,
,,,5-202,
,,,5-203,
,,,5-204,
,,,5-205,
,,,5-206,
,,,5-207,
,,,5-208,
,,,5-209,
,,,5-300,
,,,5-301,
,,,5-302,
,,,5-303,
,,,5-304,
,,,5-400,
,,,5-401,
,,,5-402,
,,,5-403,
,,,5-500,
,,,5-501,
,,,5-502,
,,,5-503,
,,,5-504,
18-2(2),4-11-2018,,2-100,
,,,2-101,
,,,2-102,
,,,2-103,
,,,2-104,
,,,2-105,
,,,2-106,
,,,2-107,
,,,2-200,
,,,2-201,
,,,2-202,
,,,2-300,
,,,2-400,
,,,2-401,
,,,2-402,
,,,2-500,
,,,2-501,
,,,2-502,
,,,2-503,
,,,2-504,
,,,2-600,
,,,2-601,
,,,2-602,
,,,2-603,
,,,2-700,
,,,2-701,
,,,2-702,
,,,2-800,
,,,2-801,
,,,2-802,
,,,2-803,
,,,2-804,
,,,2-805,
,,,2-900,
,,,2-901,
,,,2-902,
,,,2-903,
,,,2-904,
,,,2-905,
,,,2-906,
,,,2-907,
,,,2-908,
,,,5-400,
,,,5-401,
,,,5-402,
,,,5-403,
18-11(1),5-9-2018,,11-116,
18-2(3),6-13-2018,,2-202,
,,,2-101,
18-18(2),9-5-2018,,"Ch. 18, 10.2.1",
,,,"Ch. 18, 10.2.2",
,,,"Ch. 18, 11.3.1",
,,,"Ch. 18, 12.2.1",
,,,"Ch. 18, 12.2.2",
,,,"Ch. 18, 5.1.47",
18-18(3),9-5-2018,,"Ch. 18, 33.1",
,,,"Ch. 18, 33.10",
,,,"Ch. 18, 33.11",
,,,"Ch. 18, 33.12",
,,,"Ch. 18, 33.13",
,,,"Ch. 18, 33.14",
,,,"Ch. 18, 33.15",
,,,"Ch. 18, 33.16",
,,,"Ch. 18, 33.17",
,,,"Ch. 18, 33.18",
,,,"Ch. 18, 33.19",
,,,"Ch. 18, 33.2",
,,,"Ch. 18, 33.20",
,,,"Ch. 18, 33.21",
,,,"Ch. 18, 33.22",
,,,"Ch. 18, 33.23",
,,,"Ch. 18, 33.24",
,,,"Ch. 18, 33.25",
,,,"Ch. 18, 33.26",
,,,"Ch. 18, 33.27",
,,,"Ch. 18, 33.28",
,,,"Ch. 18, 33.29",
,,,"Ch. 18, 33.3",
,,,"Ch. 18, 33.30",
,,,"Ch. 18, 33.31",
,,,"Ch. 18, 33.32",
,,,"Ch. 18, 33.33",
,,,"Ch. 18, 33.34",
,,,"Ch. 18, 33.35",
,,,"Ch. 18, 33.36",
,,,"Ch. 18, 33.37",
,,,"Ch. 18, 33.38",
,,,"Ch. 18, 33.39",
,,,"Ch. 18, 33.4",
,,,"Ch. 18, 33.40",
,,,"Ch. 18, 33.41",
,,,"Ch. 18, 33.42",
,,,"Ch. 18, 33.43",
,,,"Ch. 18, 33.44",
,,,"Ch. 18, 33.45",
,,,"Ch. 18, 33.46",
,,,"Ch. 18, 33.47",
,,,"Ch. 18, 33.48",
,,,"Ch. 18, 33.49",
,,,"Ch. 18, 33.5",
,,,"Ch. 18, 33.50",
,,,"Ch. 18, 33.51",
,,,"Ch. 18, 33.52",
,,,"Ch. 18, 33.53",
,,,"Ch. 18, 33.54",
,,,"Ch. 18, 33.6",
,,,"Ch. 18, 33.7",
,,,"Ch. 18, 33.8",
,,,"Ch. 18, 33.9",
18-A.1(1),9-12-2018,,A.1-108,
,,,A.1-109,
18-4(1),10-3-2018,,4-100,
,,,4-101,
,,,4-102,
,,,4-103,
,,,4-104,
,,,4-200,
,,,4-201,
,,,4-202,
,,,4-203,
,,,4-204,
,,,4-205,
,,,4-206,
,,,4-207,
,,,4-208,
,,,4-209,
,,,4-210,
,,,4-211,
,,,4-212,
,,,4-213,
,,,4-214,
,,,4-215,
,,,4-216,
,,,4-217,
,,,4-218,
,,,4-219,
,,,4-220,
,,,4-221,
,,,4-222,
,,,4-223,
,,,4-224,
,,,4-225,
,,,4-226,
,,,4-227,
,,,4-228,
,,,4-229,
,,,4-230,
,,,4-231,
,,,4-232,
,,,4-233,
,,,4-234,
,,,4-235,
,,,4-300,
,,,4-301,
,,,4-302,
,,,4-303,
,,,4-304,
,,,4-305,
,,,4-306,
,,,4-307,
,,,4-308,
,,,4-309,
,,,4-310,
,,,4-311,
,,,4-312,
,,,4-313,
,,,4-314,
,,,4-316,
,,,4-317,
,,,4-318,
18-6(1),10-3-2018,,6-402,
,,,6-404,
,,,6-406,
,,,6-407,
,,,6-408,
18-18(4),10-3-2018,,"Ch. 18, 12.2.1",
,,,"Ch. 18, 13.2.1",
,,,"Ch. 18, 13.4.4",
,,,"Ch. 18, 14.4.5",
,,,"Ch. 18, 15.4.4",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 5.1.63",
18-3(1),11-7-2018,,3-100,
,,,3-101,
,,,3-103,
,,,3-104,
,,,3-105,
,,,3-106,
,,,3-107,
,,,3-200,
,,,3-201,
,,,3-202,
,,,3-203,
,,,3-204,
,,,3-205,
,,,3-206,
,,,3-207,
,,,3-208,
,,,3-209,
,,,3-210,
,,,3-211,
,,,3-212,
,,,3-213,
,,,3-214,
,,,3-215,
,,,3-216,
,,,3-217,
,,,3-218,
,,,3-219,
,,,3-220,
,,,3-221,
,,,3-222,
,,,3-223,
,,,3-224,
,,,3-225,
,,,3-226,
,,,3-227,
,,,3-228,
,,,3-229,
,,,3-230,
,,,3-231,
,,,3-232,
,,,3-233,
,,,3-300,
,,,3-301,
,,,3-302,
,,,3-303,
,,,3-304,
,,,3-305,
,,,3-306,
,,,3-307,
18-18(5),11-7-2018,,"Ch. 18, 35.1",
,,,"Ch. 18, 35.2",
,,,"Ch. 18, 35.3",
,,,"Ch. 18, 35.4",
,,,"Ch. 18, 35.5",
18-18(6),12-5-2018,,"Ch. 18, 30.6.2",
15-18(11),12-9-2018,,"Ch. 18, 4.15.12",
19-18(1),2-6-2019,,"Ch. 18, 22.2.1",
,,,"Ch. 18, 22.2.2",
,,,"Ch. 18, 23.2.1",
,,,"Ch. 18, 23.2.2",
,,,"Ch. 18, 24.1",
,,,"Ch. 18, 24.2.2",
19-3(1),3-20-2019,,3-218,
19-8(1),4-17-2019,,8-100,
,,,8-101,
,,,8-102,
,,,8-103,
,,,8-200,
,,,8-201,
,,,8-202,
,,,8-203,
,,,8-204,
,,,8-205,
,,,8-206,
,,,8-207,
,,,8-208,
,,,8-300,
,,,8-301,
,,,8-302,
,,,8-303,
,,,8-304,
,,,8-400,
,,,8-401,
,,,8-402,
,,,8-403,
,,,8-404,
,,,8-500,
,,,8-501,
,,,8-600,
,,,8-601,
,,,8-602,
,,,8-603,
,,,8-700,
,,,8-701,
,,,8-702,
,,,8-703,
,,,8-704,
,,,8-705,
,,,8-706,
,,,8-707,
,,,8-708,
,,,8-709,
,,,8-710,
,,,8-711,
,,,8-712,
,,,8-713,
,,,8-714,
,,,8-715,
,,,8-716,
,,,8-800,
,,,8-801,
19-15(1),4-17-2019,,15-100,
,,,15-1000,
,,,15-1001,
,,,15-1002,
,,,15-1003,
,,,15-1004,
,,,15-1005,
,,,15-1006,
,,,15-1007,
,,,15-1008,
,,,15-101,
,,,15-102,
,,,15-103,
,,,15-104,
,,,15-105,
,,,15-106,
,,,15-107,
,,,15-108,
,,,15-1100,
,,,15-1101,
,,,15-1200,
,,,15-1201,
,,,15-1202,
,,,15-1203,
,,,15-1300,
,,,15-1301,
,,,15-1302,
,,,15-1303,
,,,15-1304,
,,,15-200,
,,,15-201,
,,,15-300,
,,,15-400,
,,,15-401,
,,,15-500,
,,,15-501,
,,,15-502,
,,,15-600,
,,,15-601,
,,,15-602,
,,,15-603,
,,,15-604,
,,,15-605,
,,,15-606,
,,,15-607,
,,,15-700,
,,,15-701,
,,,15-702,
,,,15-703,
,,,15-704,
,,,15-705,
,,,15-706,
,,,15-707,
,,,15-708,
,,,15-709,
,,,15-710,
,,,15-711,
,,,15-712,
,,,15-713,
,,,15-714,
,,,15-715,
,,,15-716,
,,,15-717,
,,,15-718,
,,,15-800,
,,,15-801,
,,,15-802,
,,,15-803,
,,,15-804,
,,,15-805,
,,,15-806,
,,,15-900,
,,,15-901,
,,,15-902,
,,,15-903,
,,,15-904,
,,,15-905,
,,,15-906,
19-18(2),5-15-2019,,"Ch. 18, 5.1.58",
19-2(1),6-5-2019,,2-202,
19-4(1),6-5-2019,,4-103,
19-6(1),6-5-2019,,6-302,
19-18(3),6-5-2019,,"Ch. 18, 10.2.1",
,,,"Ch. 18, 10.2.2",
,,,"Ch. 18, 11.3.1",
,,,"Ch. 18, 11.3.2",
,,,"Ch. 18, 12.2.1",
,,,"Ch. 18, 12.2.2",
,,,"Ch. 18, 13.2.2",
,,,"Ch. 18, 14.2.2",
,,,"Ch. 18, 14.4.5",
,,,"Ch. 18, 15.2.2",
,,,"Ch. 18, 15.4.4",
,,,"Ch. 18, 16.2.2",
,,,"Ch. 18, 16.7",
,,,"Ch. 18, 17.2.2",
,,,"Ch. 18, 18.2.1",
,,,"Ch. 18, 18.2.2",
,,,"Ch. 18, 19.3.1",
,,,"Ch. 18, 19.3.2",
,,,"Ch. 18, 20.3.1",
,,,"Ch. 18, 20.3.2",
,,,"Ch. 18, 20A.8",
,,,"Ch. 18, 21.5",
,,,"Ch. 18, 22.2.1",
,,,"Ch. 18, 22.2.2",
,,,"Ch. 18, 22.3",
,,,"Ch. 18, 23.2.1",
,,,"Ch. 18, 23.2.2",
,,,"Ch. 18, 24.1",
,,,"Ch. 18, 24.2.2",
,,,"Ch. 18, 26.5",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 3.2",
,,,"Ch. 18, 3.3",
,,,"Ch. 18, 30.3.11",
,,,"Ch. 18, 32.7.9.8",
,,,"Ch. 18, 35.1",
,,,"Ch. 18, 4.12.6",
,,,"Ch. 18, 4.15.9",
,,,"Ch. 18, 5.1.06",
,,,"Ch. 18, 5.1.29",
,,,"Ch. 18, 5.1.42",
,,,"Ch. 18, 5.2",
,,,"Ch. 18, 5.2A",
,,,"Ch. 18, 9.2",
19-A.1(1),6-5-2019,,A.1-108,
19-18(4),6-19-2019,,"Ch. 18, 33.21",
,,,"Ch. 18, 33.22",
19-18(5),7-17-2019,,"Ch. 18, 4.11.1",
,,,"Ch. 18, 4.11.2",
,,,"Ch. 18, 4.11.3",
,,,"Ch. 18, 4.19",
19-9(1),8-7-2019,,9-500,
,,,9-501,
,,,9-502,
19-18(6),8-7-2019,,"Ch. 18, 10.2.1",
,,,"Ch. 18, 12.2.1",
,,,"Ch. 18, 13.2.1",
,,,"Ch. 18, 13.4.4",
,,,"Ch. 18, 14.4.5",
,,,"Ch. 18, 15.4.4",
,,,"Ch. 18, 16.7",
,,,"Ch. 18, 18.2.1",
,,,"Ch. 18, 19.3.1",
,,,"Ch. 18, 20.3.1",
,,,"Ch. 18, 20A.6",
,,,"Ch. 18, 20B.2",
,,,"Ch. 18, 3.1",
,,,"Ch. 18, 35.1",
,,,"Ch. 18, 4.12.6",
,,,"Ch. 18, 5.1.48",
19-2(2),8-7-2019,,2-102,
19-3(2),9-18-2019,,3-211,
,,,3-215,
,,,3-222,
,,,3-225,
,,,3-226,
,,,3-228,
19-10(1),10-16-2019,,10-103,
,,,10-120,
19-2(3),12-4-2019,,2-102,
19-18(7),12-4-2019,,"Ch. 18, 33.32",
,,,"Ch. 18, 33.34",
19-3(3),12-18-2019,,3-209,
,,,3-210,
,,,3-212,
,,,3-214,
,,,3-222,
,,,3-231,
,,,3-233,
19-9(2),12-18-2019,Added,9-900,
,,,9-901,
,,,9-902,
,,,9-903,
,,,9-904,
,,,9-905,
,,,9-906,
,,,9-907,
,,,9-908,
,,,9-909,
,,,9-910,
,,Added,9-1000,
,,,9-1001,
,,,9-1002,
,,,9-1003,
,,,9-1004,
,,,9-1005,
,,,9-1006,
,,,9-1007,
19-18(8),12-18-2019,Added,"Ch. 18, 5.1.64",
,,,"Ch. 18, 10.2.1",
,,,"Ch. 18, 10.2.2",
,,,"Ch. 18, 32.2",
20-4(1),1-15-2020,,4-319,
20-4(2),2-19-2020,,4-225,
20-7(1),3-18-2020,,7-1007-108,
,,,7-2007-210,
,,,7-3007-309,
,,,7-4007-405,
,,,7-5017-510,
,,,7-6017-604,
20-9(1),3-18-2020,,9-102,
,,,9-118,
20-2(1),6-3-2020,,2-105,
20-18(1),7-15-2020,Added,"Ch. 18, 4.3.3",
,,,"Ch. 18, 30.7.5",
20-2(2),8-5-2020,,2-102,
20-18(2),9-2-2020,,"Ch. 18, 3.1",
,,,"Ch. 18, 5.2A",
,,,"Ch. 18, 10.2.2",
20-7(2),9-16-2020,,7-103,
20-18(3),9-16-2020,,"Ch. 18, 3.1",
,,,"Ch. 18, 4.2.3",
,,,"Ch. 18, 4.3.1",
,,,"Ch. 18, 5.1.28",
,,,"Ch. 18, 31.5",
20-1(1),10-21-2020,,1-102 F.,
21-3(1),1-6-2021,,3-207,
,,,3-220,
21-6(1),1-6-2021,,6-100,
,,,6-102,
21-15(1),1-20-2021,Added,15-700.1,
21-18(1),1-20-2021,,"Ch. 18, 5.1.51",
,,,"Ch. 18, 5.1.52",
21-7(1),2-3-2021,,7-3007-303,
,,Rpld,7-304,
,,Rnbd,7-3057-309,
,,as,7-3047-308,
21-8(1),4-8-2021,,8-800,
21-5(1),4-21-2021,,5-2015-204,
,,,5-2065-508,
21-14(1),4-21-2021,,14-203,
21-17(1),4-21-2021,,17-201,
,,,17-205,
,,,17-207,
,,,17-208,
,,,17-209,
,,,17-301,
,,,17-303,
,,,17-402,
,,,17-414,
,,,17-423,
,,,17-603,
,,,17-604,
21-17(2),4-21-2021,,17-207,
,,,17-208,
21-18(2),4-21-2021,,"Ch. 18, 35.1",
21-18(3),6-2-2021,,"Ch. 18, 3.1",
,,Rpld,"Ch. 18, 33.133.54",
,,Added,"Ch. 18, 33.133.11",
21-2(1),6-16-2021,,2-202 A.,
21-9(1),8-4-2021,,9-1009-117,
,,,9-2009-204,
,,,9-3009-303,
,,,9-4009-402,
,,,9-5009-502,
,,,9-6009-605,
,,,9-7009-707,
21-15(2),8-4-2021,Added,15-140015-1409,
21-10(1),8-18-2021,,10-118,
21-3(2),9-1-2021,,3-219,
,,,3-222,
,,,3-226,
,,,3-231,
,,,3-232,
21-7(2),9-1-2021,,7-105,
21-18(4),9-1-2021,Added,"Ch. 18, 20C.120C.11",
,,,"Ch. 18, 30.6.4",
21-15(3),10-6-2021,,15-101,
,,,15-1404,
21-4(1),10-20-2021,,4-2104-220,
21-7(3),10-20-2021,,7-200,
,,,7-2027-204,
,,,7-2067-208,
,,,7-210,
21-3(3),12-1-2021,,3-208,
,,,3-215,
,,,3-216,
21-15(5),12-1-2021,,15-90015-905,
21-18(5),12-1-2021,Rpld,"Ch. 18, 2.5",
,,,"Ch. 18, 4.2",
,,,"Ch. 18, 4.2.2",
,,,"Ch. 18, 4.2.5",
,,,"Ch. 18, 4.6.6",
,,,"Ch. 18, 4.10.3.1",
,,,"Ch. 18, 4.10.3.2",
,,,"Ch. 18, 4.12.2",
,,,"Ch. 18, 4.12.13",
,,,"Ch. 18, 4.12.15",
,,,"Ch. 18, 4.12.16",
,,,"Ch. 18, 4.12.17",
,,,"Ch. 18, 4.17.5",
,,,"Ch. 18, 4.18.07",
,,,"Ch. 18, 5.1",
,,,"Ch. 18, 5.2A",
,,,"Ch. 18, 8.5.5.3",
,,,"Ch. 18, 20B.3",
,,,"Ch. 18, 20B.7",
