Code of  Virginia  Section,tappahannock
1-13 et seq.,1-2
1-13.1,1-2
1-13.3,1-2
1-13.7,1-2
1-13.9,1-4
1-13.13,1-2
"1-13.15,  1-13.16",1-2
1-13.19,1-2
1-13.28,1-2
"1-13.32,  1-13.33",1-2
1-16,1-12
1-17,1-13
2.2-1112,38-9
3.1-796.66 et seq.,Ch. 10
,"Ch. 10, Art. II"
,10-3
3.1-796.86—3.1-796.92  10-61,3.1-796.86—3.1-796.92  10-61
3.1-796.89,10-62
3.1-796.93,10-42
"3.1-796.93:1  Ch. 10, Art. II, Div. 3","3.1-796.93:1  Ch. 10, Art. II, Div. 3"
,10-4
3.1-796.93:1(B),10-91
3.1-796.93:1(C)(1)—  3.1-796.93:1(C)(6),10-92
,10-93
,10-94
,10-95
,10-96
,10-97
3.1-796.93:1(C)(8),10-99
3.1-796.93:1(C)(9),10-100
3.1-796.93:1(D),10-101
3.1-796.93:1(E),10-102
3.1-796.96,10-7
,10-124
,10-126
3.1-796.97,10-63
3.1-796.97—  3.1-796.100,"Ch. 10, Art. III"
3.1-796.97:1,10-121
3.1-796.98,10-5
,10-123
,10-124
,10-125
,10-126
,10-127
3.1-796.100,10-5
3.1-796.104:1,10-100
3.1-796.116,10-4
3.1-796.119,10-92
3.1-796.121,10-9
,10-64
3.1-796.122,10-4
3.1-796.128,10-5
3.1-796.931(C)(7),10-98
10.1-1135,42-20
10.1-1400 et seq.,Ch. 46
10.1-2100 et seq.,58-208
13.1-501 et seq.,26-232
15-2200 et seq.,54-9
15.1-292,"Ch. 58, Art. IV"
15.1-332.1 et seq.,"Ch. 58, Art. IV"
15.1-489,58-208
tit. 15.2,Char. § 2.3
15.2-837—15.2-907  Char. § 2.2,15.2-837—15.2-907  Char. § 2.2
15.2-900,"Ch. 22, Art. III"
15.2-901,"Ch. 22, Art. III"
15.2-904,38-61
15.2-908.1,42-2
15.2-919,38-8
15.2-923,58-124
15.2-924,58-124
15.2-926,42-15
,42-16
15.2-940,38-61
15.2-967,Ch. 50
15.2-973,38-97
15.2-1104,Ch. 26
15.2-1113,30-35
,42-12
15.2-1113.1,10-2
15.2-1115,"Ch. 22, Art. III  Ch. 22, Art. IV"
,22-71
,22-101
15.2-1200,54-5
15.2-1400,2-34
15.2-1429,1-18
15.2-1433,1-1
,1-17
15.2-1534,2-63
15.2-1719—15.2-1721  34-2,15.2-1719—15.2-1721  34-2
15.2-2001,Ch. 50
15.2-2006—15.2-2021  Ch. 50,15.2-2006—15.2-2021  Ch. 50
15.2-2039,Ch. 50
15.2-2109 et seq.,Ch. 58
15.2-2200 et seq.,2-125
15.2-2204,2-122
,54-5
15.2-2210 et seq.,Ch. 54
15.2-2212,2-121
,2-126
"15.2-2212—  15.2-2222  Ch. 2, Art. IV, Div. 2","15.2-2212—  15.2-2222  Ch. 2, Art. IV, Div. 2"
,2-121
15.2-2214,2-122
15.2-2215,2-123
15.2-2217,2-124
,2-125
15.2-2223 et seq.,Ch. 54
15.2-2224,54-5
15.2-2240,54-4
15.2-2240 et seq.,Ch. 54
15.2-2240—15.2-2276  54-2,15.2-2240—15.2-2276  54-2
15.2-2254,54-9
15.2-2271—15.2-2276  54-20,15.2-2271—15.2-2276  54-20
15.2-2276,54-5
"tit. 15.2, ch. 25",26-37
15.2-2500,26-1
15.2-2503,26-33
16.1-69.1 et seq.,Char. ch. VI
16.1-69.5,Char. § 6.3
16.1-69.6:1 et seq.,Char. § 6.2
16.1-69.8,Char. § 6.3
16.1-77,Char. § 6.1
16.1-123.1,Char. § 6.1
16.1-124,Char. § 6.1
16.1-253,42-33
16.1-253.1,42-33
16.1-253.4,42-33
16.1-278 et seq.,38-1
16.1-278.2—16.1-278.6  42-33,16.1-278.2—16.1-278.6  42-33
16.1-278.8,42-33
16.1-278.14,42-33
16.1-278.15,42-33
16.1-279.1,42-33
17.1-805(C),42-19
18.2-11,1-18
,26-268
18.2-46,42-5
18.2-95,42-6
18.2-95(iii),42-25
18.2-96,42-6
,42-25
18.2-103—18.2-106  42-6,18.2-103—18.2-106  42-6
18.2-110,42-28
18.2-119,42-33
18.2-128,42-34
18.2-132—  18.2-136,42-33
18.2-138.1,42-38
18.2-140,42-32
18.2-147,38-51
18.2-154,42-8
18.2-162—18.2-165.1  42-29,18.2-162—18.2-165.1  42-29
18.2-174,42-21
18.2-174.1,42-20
,42-21
18.2-212,42-5
18.2-248,42-19
18.2-248.1(a)(3)  42-19,18.2-248.1(a)(3)  42-19
18.2-248.1(b)  42-19,18.2-248.1(b)  42-19
18.2-248.1(c)  42-19,18.2-248.1(c)  42-19
18.2-266 et seq.,38-1
18.2-280,42-12
18.2-308,42-35
18.2-319,42-30
18.2-324,38-9
,50-17
18.2-325,42-13
18.2-326,42-13
18.2-346,42-28
18.2-347,42-2
18.2-349,42-28
18.2-361,42-28
"18.2-370.2(A)  Adopting Ord., § 4, p. ix","18.2-370.2(A)  Adopting Ord., § 4, p. ix"
,1-18
18.2-372 et seq.,42-17
,15.3
18.2-387,42-14
18.2-388,42-26
18.2-403.3,10-9
18.2-404,42-18
18.2-405,42-11
18.2-406,42-11
18.2-407,42-11
18.2-415,42-1
,42-9
18.2-416,42-1
18.2-422,42-36
18.2-427,42-27
18.2-432,42-16
18.2-433,26-258
,42-7
18.2-460,42-19
18.2-463,42-22
18.2-510,10-9
19.2-71 et seq.,Char. § 6.4
19.2-152.8,42-33
19.2-152.9,42-33
19.2-152.10,42-33
19.2-305.1,42-38
20-103,42-33
24.2-222,2-34
25-233,Char. § 2.3
25.1-100 et seq.,Char. § 2.3
27-1 et seq.,Ch. 30
27-14,38-3
27-97,30-35
27-100,30-35
tit. 29.1,10-4
29.1-738,42-4
32.1-1 et seq.,54-3
33.1-121,Char. § 2.3
33.1-348,38-97
36-97 et seq.,Ch. 14
36-99,14-1
42.1-100 et seq.,Ch. 38
tit. 46.2,38-1
,38-61
46.2-100,38-51
,38-61
,42-34
46.2-113,38-14
46.2-600 et seq.,38-97
46.2-633,26-268
46.2-636 et seq.,26-268
46.2-637,26-268
46.2-752,"Ch. 38, Art. III"
46.2-752(C),38-92
46.2-828,38-5
46.2-828.1,38-5
46.2-920,38-5
46.2-927,38-6
46.2-1025(C),38-5
46.2-1040,38-5
46.2-1047,38-8
46.2-1049,22-40
46.2-1076,38-5
46.2-1200 et seq.,"Ch. 38, Art. II"
,38-56
46.2-1209 et seq.,38-56
46.2-1213,38-56
46.2-1215,38-59
46.2-1217,38-59
46.2-1220,Ch. 38
,38-4
46.2-1231,38-58
46.2-1234,38-58
46.2-1239,38-51
46.2-1240 et seq.,38-60
46.2-1300,38-14
46.2-1301,Ch. 38
46.2-1302,Ch. 38
46.2-1313,38-1
"tit. 54, ch. 40",26-268
54.1-4000 et seq.,26-268
,26-343
54.1-4000,26-268
54.1-4001,26-268
54.1-4002,26-268
54.1-4003,26-268
54.1-4004,26-268
54.1-4005,26-268
54.1-4008,26-268
54.1-4009,26-268
54.1-4010,26-268
54.1-4011,26-268
54.1-4012,26-268
54.1-4013,26-268
54.1-4014,26-268
"54.1-4100  Ch. 26, Art. IX(note)","54.1-4100  Ch. 26, Art. IX(note)"
,26-331
,26-339
,26-343
54.1-4101,26-332
54.1-4102,26-333
54.1-4103,26-334
,26-340
54.1-4104,26-335
,26-336
54.1-4105,26-336
54.1-4106,26-337
54.1-4107,26-338
54.1-4108,26-339
54.1-4109,26-340
,26-342
54.1-4110,26-341
54.1-4111,26-343
55-210.1 et seq.,34-2
56-594,26-111
tit. 58.1,26-232
,26-254
58.1-15,26-74
58.1-1200 et seq.,"Ch. 26, Art. III"
,26-72
,26-73
58.1-1201,26-71
58.1-1204,26-72
58.1-1205,26-71
58.1-1207,26-73
58.1-1209,26-72
58.1-1211,26-72
,26-73
58.1-1212,26-73
58.1-1216,26-74
58.1-1821,26-250
58.1-1822,26-250
58.1-2901,26-112
58.1-3000 et seq.,Ch. 26
58.1-3523 et seq.,26-36
58.1-3700 et seq.,"Ch. 26, Art. VII"
58.1-3700.1,26-232
58.1-3701,26-232
,26-237
58.1-3703,26-270
58.1-3703(C)(10),26-111
58.1-3703.1(A)(1),26-235
58.1-3703.1(A)(2)a,26-235
58.1-3703.1(A)(2)b,26-235
58.1-3703.1(A)(2)c,26-235
58.1-3703.1(A)(2)d,26-235
58.1-3703.1(A)(2)e,26-235
58.1-3703.1(A)(3)a,26-237
58.1-3703.1(A)(3)b,26-237
58.1-3703.1(A)(3)c,26-237
58.1-3703.1(A)(4),26-238
58.1-3703.1(A)(5),26-250
58.1-3703.1(A)(6),26-251
58.1-3706(A)(1),26-257
58.1-3706(A)(2),26-265
58.1-3706(A)(3),26-262
,26-264
58.1-3706(A)(4),26-255
,26-259
58.1-3709,26-237
58.1-3710,26-246
,26-249
58.1-3714(B),26-255
58.1-3714(D),26-232
58.1-3715,26-232
,26-235
,26-237
,26-257
58.1-3716,26-267
58.1-3717,26-235
,26-270
58.1-3718,26-235
,26-270
58.1-3719,26-270
58.1-3719.1,26-270
58.1-3726,26-261
58.1-3728,26-235
58.1-3730,26-266
58.1-3731,26-235
,26-263
58.1-3732,26-252
58.1-3733,26-256
58.1-3814,26-112
58.1-3814(F),26-112
58.1-3814(G),26-112
58.1-3830 et seq.,"Ch. 26, Art. VIII"
58.1-3832,26-307
58.1-3833 et seq.,"Ch. 26, Art. VI"
58.1-3840,"Ch. 26, Art. V"
,26-192
58.1-3900 et seq.,"Ch. 26, Art. VII"
58.1-3903,26-238
58.1-3906,26-197
58.1-3916,26-31
,26-197
,26-235
58.1-3940,26-238
58.1-3965,26-34
58.1-3965(A),26-35
58.1-3965.1,26-34
,26-35
58.1-3984,26-238
,26-250
58.1-3986,26-237
58.1-3993,26-237
59.1-196 et seq.,26-268
59.1-200,26-268
64.1-2,22-34
